name,category,aliases,display_qty,display_unit,canonical_qty,canonical_unit,nutrients
Butter,dairy,boter|roomboter,100,g,100,g,Energy:717;Protein:0.9;Carbohydrate:0.1;Sugar:0.1;Fat:81;Saturated Fat:51;Cholesterol:215;Sodium:11;Vitamin A:684;Vitamin E:2.3
Whole Egg,dairy,eggs|egg|ei|eieren,100,g,100,g,Energy:143;Protein:13;Carbohydrate:0.7;Sugar:0.4;Fat:9.5;Saturated Fat:3.1;Cholesterol:372;Sodium:142;Vitamin B12:0.89;Vitamin D:2;Riboflavin:0.46;Selenium:31;Vitamin A:160;Folate:47;Phosphorus:198
Egg White,dairy,egg whites|eiwit|eiwitten,100,g,100,g,Energy:52;Protein:11;Carbohydrate:0.7;Sugar:0.7;Fat:0.2;Saturated Fat:0;Sodium:166;Riboflavin:0.44;Selenium:20;Potassium:163
Egg Yolk,dairy,eidooier|eierdooier,100,g,100,g,Energy:322;Protein:16;Carbohydrate:3.6;Sugar:0.6;Fat:27;Saturated Fat:9.6;Cholesterol:1085;Sodium:48;Vitamin A:381;Vitamin D:5.4;Vitamin B12:2;Selenium:56;Folate:146;Phosphorus:390
Sour Cream,dairy,zure room,100,g,100,g,Energy:198;Protein:2.4;Carbohydrate:4.6;Sugar:3.5;Fat:19;Saturated Fat:12;Cholesterol:52;Sodium:53;Calcium:101;Vitamin A:185
Creme Fraiche,dairy,crème fraîche,100,g,100,g,Energy:300;Protein:2.4;Carbohydrate:3;Sugar:3;Fat:31;Saturated Fat:21;Cholesterol:90;Sodium:35;Calcium:80;Vitamin A:280
Quark,dairy,kwark,100,g,100,g,Energy:67;Protein:12;Carbohydrate:3.5;Sugar:3.5;Fat:0.3;Saturated Fat:0.2;Cholesterol:7;Sodium:40;Calcium:90;Phosphorus:160;Vitamin B12:0.8
Soy Milk,dairy,sojamelk|soya milk,100,ml,100,ml,Energy:43;Protein:3.3;Carbohydrate:1.8;Sugar:0.9;Dietary Fiber:0.5;Fat:1.8;Saturated Fat:0.3;Sodium:51;Calcium:120;Vitamin B12:0.4;Vitamin D:1.5;Potassium:118
Almond Milk,dairy,amandelmelk,100,ml,100,ml,Energy:17;Protein:0.5;Carbohydrate:0.6;Sugar:0.3;Dietary Fiber:0.4;Fat:1.2;Saturated Fat:0.1;Sodium:60;Calcium:120;Vitamin E:5;Vitamin D:1.5
Oat Milk,dairy,havermelk,100,ml,100,ml,Energy:46;Protein:1;Carbohydrate:7;Sugar:4;Dietary Fiber:0.8;Fat:1.5;Saturated Fat:0.2;Sodium:42;Calcium:120;Vitamin D:1.5;Vitamin B12:0.4
White Rice,grain,witte rijst,100,g,100,g,Energy:130;Protein:2.7;Carbohydrate:28;Sugar:0.1;Dietary Fiber:0.4;Fat:0.3;Sodium:1;Manganese:0.47;Selenium:7.5;Niacin:1.5;Folate:58
Brown Rice,grain,bruine rijst|zilvervliesrijst,100,g,100,g,Energy:123;Protein:2.7;Carbohydrate:26;Sugar:0.4;Dietary Fiber:1.6;Fat:1;Sodium:4;Magnesium:39;Manganese:1.1;Selenium:9.8;Phosphorus:103;Niacin:2.5
Pasta,grain,spaghetti|cooked pasta|pasta,100,g,100,g,Energy:158;Protein:5.8;Carbohydrate:31;Sugar:0.6;Dietary Fiber:1.8;Fat:0.9;Sodium:1;Manganese:0.27;Selenium:26;Folate:18;Niacin:1.5
Whole Wheat Pasta,grain,volkoren pasta,100,g,100,g,Energy:124;Protein:5.3;Carbohydrate:27;Sugar:0.8;Dietary Fiber:4.5;Fat:0.5;Sodium:3;Magnesium:42;Manganese:1.1;Selenium:24;Phosphorus:130
White Bread,grain,wit brood|witbrood,100,g,100,g,Energy:265;Protein:9;Carbohydrate:49;Sugar:5;Dietary Fiber:2.7;Fat:3.2;Saturated Fat:0.7;Sodium:491;Calcium:151;Iron:3.6;Thiamine:0.5;Niacin:4.8;Folate:85
Whole Wheat Bread,grain,brown bread|volkorenbrood,100,g,100,g,Energy:247;Protein:13;Carbohydrate:41;Sugar:6;Dietary Fiber:7;Fat:3.4;Saturated Fat:0.7;Sodium:455;Iron:2.5;Magnesium:82;Manganese:2.4;Selenium:28;Niacin:4.4
Rye Bread,grain,roggebrood,100,g,100,g,Energy:259;Protein:8.5;Carbohydrate:48;Sugar:3.9;Dietary Fiber:5.8;Fat:3.3;Saturated Fat:0.6;Sodium:603;Manganese:1.7;Selenium:31;Magnesium:40;Iron:2.8
Rolled Oats,grain,oats|oatmeal|havermout,100,g,100,g,Energy:389;Protein:17;Carbohydrate:66;Sugar:1;Dietary Fiber:10;Fat:7;Saturated Fat:1.2;Sodium:2;Magnesium:177;Manganese:4.9;Phosphorus:523;Zinc:4;Iron:4.7;Thiamine:0.76
Quinoa,grain,quinoa,100,g,100,g,Energy:120;Protein:4.4;Carbohydrate:21;Sugar:0.9;Dietary Fiber:2.8;Fat:1.9;Sodium:7;Magnesium:64;Manganese:0.63;Folate:42;Phosphorus:152;Iron:1.5
Couscous,grain,couscous,100,g,100,g,Energy:112;Protein:3.8;Carbohydrate:23;Sugar:0.1;Dietary Fiber:1.4;Fat:0.2;Sodium:5;Selenium:28;Manganese:0.08;Niacin:1
Cornflakes,grain,cornflakes,100,g,100,g,Energy:357;Protein:7.5;Carbohydrate:84;Sugar:8;Dietary Fiber:3;Fat:0.4;Sodium:729;Iron:8;Thiamine:1.2;Riboflavin:1.3;Niacin:15;Vitamin B6:1.8;Folate:200
Muesli,grain,muesli,100,g,100,g,Energy:363;Protein:10;Carbohydrate:66;Sugar:26;Dietary Fiber:7.6;Fat:6;Saturated Fat:1;Sodium:213;Iron:3.7;Magnesium:80;Zinc:2.5
Granola,grain,granola,100,g,100,g,Energy:471;Protein:10;Carbohydrate:64;Sugar:25;Dietary Fiber:7;Fat:20;Saturated Fat:3;Sodium:30;Magnesium:90;Iron:3;Manganese:2.5;Zinc:2.5
Flour,grain,plain flour|all-purpose flour|bloem|tarwebloem,100,g,100,g,Energy:364;Protein:10;Carbohydrate:76;Sugar:0.3;Dietary Fiber:2.7;Fat:1;Sodium:2;Selenium:34;Manganese:0.68;Iron:1.2;Thiamine:0.12;Niacin:1.3
Whole Wheat Flour,grain,volkorenmeel|tarwemeel,100,g,100,g,Energy:340;Protein:13;Carbohydrate:72;Sugar:0.4;Dietary Fiber:11;Fat:2.5;Sodium:2;Magnesium:138;Manganese:4;Phosphorus:346;Zinc:2.9;Iron:3.6;Selenium:61;Niacin:5
Tortilla Wrap,grain,wrap|tortilla,100,g,100,g,Energy:310;Protein:8;Carbohydrate:52;Sugar:2.5;Dietary Fiber:3;Fat:7.5;Saturated Fat:2;Sodium:580;Iron:3;Calcium:120;Thiamine:0.4;Niacin:3.5
Bagel,grain,bagel,100,g,100,g,Energy:257;Protein:10;Carbohydrate:50;Sugar:5;Dietary Fiber:2.2;Fat:1.5;Saturated Fat:0.3;Sodium:439;Iron:3.6;Thiamine:0.5;Folate:130;Niacin:4.4
Chickpeas,legume,garbanzo|kikkererwten,100,g,100,g,Energy:164;Protein:8.9;Carbohydrate:27;Sugar:4.8;Dietary Fiber:7.6;Fat:2.6;Sodium:7;Folate:172;Iron:2.9;Magnesium:48;Manganese:1;Zinc:1.5;Phosphorus:168;Copper:0.35
Red Lentils,legume,linzen|rode linzen,100,g,100,g,Energy:116;Protein:9;Carbohydrate:20;Sugar:1.8;Dietary Fiber:8;Fat:0.4;Sodium:2;Folate:181;Iron:3.3;Manganese:0.5;Phosphorus:180;Zinc:1.3;Potassium:369
Green Lentils,legume,groene linzen|puy linzen,100,g,100,g,Energy:116;Protein:9;Carbohydrate:20;Sugar:1.8;Dietary Fiber:8;Fat:0.4;Sodium:2;Folate:181;Iron:3.3;Manganese:0.5;Phosphorus:180;Zinc:1.3
Black Beans,legume,zwarte bonen,100,g,100,g,Energy:132;Protein:8.9;Carbohydrate:24;Sugar:0.3;Dietary Fiber:8.7;Fat:0.5;Sodium:1;Folate:149;Iron:2.1;Magnesium:70;Manganese:0.44;Phosphorus:140;Zinc:1.1
Kidney Beans,legume,kidneybonen|bruine bonen,100,g,100,g,Energy:127;Protein:8.7;Carbohydrate:23;Sugar:0.3;Dietary Fiber:6.4;Fat:0.5;Sodium:2;Folate:130;Iron:2.9;Magnesium:45;Manganese:0.48;Potassium:405;Copper:0.24
White Beans,legume,cannellini|witte bonen,100,g,100,g,Energy:139;Protein:9.7;Carbohydrate:25;Sugar:0.3;Dietary Fiber:6.3;Fat:0.4;Sodium:6;Folate:81;Iron:3.7;Magnesium:53;Potassium:561;Calcium:90
Baked Beans,legume,bruine bonen in tomatensaus|baked beans,100,g,100,g,Energy:94;Protein:5;Carbohydrate:15;Sugar:5;Dietary Fiber:4.1;Fat:0.6;Sodium:422;Iron:1.5;Calcium:53;Potassium:296
Hummus,legume,houmous|hummus,100,g,100,g,Energy:166;Protein:7.9;Carbohydrate:14;Sugar:0.3;Dietary Fiber:6;Fat:9.6;Saturated Fat:1.4;Sodium:379;Folate:83;Iron:2.4;Manganese:0.6;Phosphorus:176;Copper:0.4
Almonds,nut,amandelen,100,g,100,g,Energy:579;Protein:21;Carbohydrate:22;Sugar:4.4;Dietary Fiber:13;Fat:50;Saturated Fat:3.8;Sodium:1;Vitamin E:26;Magnesium:270;Manganese:2.2;Calcium:269;Riboflavin:1.1;Copper:1;Phosphorus:481
Walnuts,nut,walnoten,100,g,100,g,Energy:654;Protein:15;Carbohydrate:14;Sugar:2.6;Dietary Fiber:6.7;Fat:65;Saturated Fat:6.1;Sodium:2;Omega-3 Fatty Acids:9000;Magnesium:158;Manganese:3.4;Copper:1.6;Phosphorus:346
Cashews,nut,cashewnoten,100,g,100,g,Energy:553;Protein:18;Carbohydrate:30;Sugar:5.9;Dietary Fiber:3.3;Fat:44;Saturated Fat:7.8;Sodium:12;Magnesium:292;Manganese:1.7;Copper:2.2;Zinc:5.8;Iron:6.7;Phosphorus:593
Peanuts,nut,pinda|pinda's,100,g,100,g,Energy:567;Protein:26;Carbohydrate:16;Sugar:4;Dietary Fiber:8.5;Fat:49;Saturated Fat:6.3;Sodium:18;Niacin:12;Magnesium:168;Manganese:1.9;Folate:240;Vitamin E:8.3;Phosphorus:376
Pistachios,nut,pistache|pistachenoten,100,g,100,g,Energy:560;Protein:20;Carbohydrate:28;Sugar:7.7;Dietary Fiber:10;Fat:45;Saturated Fat:5.6;Sodium:1;Vitamin B6:1.7;Potassium:1025;Magnesium:121;Manganese:1.2;Copper:1.3;Phosphorus:490
Hazelnuts,nut,hazelnoten,100,g,100,g,Energy:628;Protein:15;Carbohydrate:17;Sugar:4.3;Dietary Fiber:9.7;Fat:61;Saturated Fat:4.5;Sodium:0;Vitamin E:15;Magnesium:163;Manganese:6.2;Copper:1.7;Folate:113
Pecans,nut,pecannoten,100,g,100,g,Energy:691;Protein:9.2;Carbohydrate:14;Sugar:4;Dietary Fiber:9.6;Fat:72;Saturated Fat:6.2;Sodium:0;Manganese:4.5;Copper:1.2;Zinc:4.5;Magnesium:121
Sunflower Seeds,nut,zonnebloempitten,100,g,100,g,Energy:584;Protein:21;Carbohydrate:20;Sugar:2.6;Dietary Fiber:9;Fat:51;Saturated Fat:4.5;Sodium:9;Vitamin E:35;Magnesium:325;Selenium:53;Copper:1.8;Phosphorus:660;Folate:227
Pumpkin Seeds,nut,pompoenpitten,100,g,100,g,Energy:559;Protein:30;Carbohydrate:11;Sugar:1.4;Dietary Fiber:6;Fat:49;Saturated Fat:8.7;Sodium:7;Magnesium:592;Zinc:7.8;Iron:8.8;Manganese:4.5;Copper:1.3;Phosphorus:1233
Chia Seeds,nut,chiazaad,100,g,100,g,Energy:486;Protein:17;Carbohydrate:42;Sugar:0;Dietary Fiber:34;Fat:31;Saturated Fat:3.3;Sodium:16;Omega-3 Fatty Acids:17800;Calcium:631;Magnesium:335;Manganese:2.7;Phosphorus:860
Flax Seeds,nut,lijnzaad|vlaszaad,100,g,100,g,Energy:534;Protein:18;Carbohydrate:29;Sugar:1.5;Dietary Fiber:27;Fat:42;Saturated Fat:3.7;Sodium:30;Omega-3 Fatty Acids:22800;Magnesium:392;Manganese:2.5;Thiamine:1.6;Copper:1.2;Phosphorus:642
Sesame Seeds,nut,sesamzaad,100,g,100,g,Energy:573;Protein:18;Carbohydrate:23;Sugar:0.3;Dietary Fiber:12;Fat:50;Saturated Fat:7;Sodium:11;Calcium:975;Iron:14.6;Magnesium:351;Copper:4.1;Manganese:2.5;Zinc:7.8
Peanut Butter,nut,pindakaas,100,g,100,g,Energy:588;Protein:25;Carbohydrate:20;Sugar:9;Dietary Fiber:6;Fat:50;Saturated Fat:10;Sodium:459;Niacin:13;Magnesium:154;Vitamin E:9;Manganese:1.5;Phosphorus:335
Olive Oil,fat,olijfolie,100,ml,100,ml,Energy:884;Protein:0;Carbohydrate:0;Sugar:0;Fat:100;Saturated Fat:14;Vitamin E:14;Vitamin K:60
Sunflower Oil,fat,zonnebloemolie,100,ml,100,ml,Energy:884;Protein:0;Carbohydrate:0;Sugar:0;Fat:100;Saturated Fat:10;Vitamin E:41
Rapeseed Oil,fat,canola oil|koolzaadolie|raapzaadolie,100,ml,100,ml,Energy:884;Protein:0;Carbohydrate:0;Sugar:0;Fat:100;Saturated Fat:7;Vitamin E:17;Vitamin K:71
Coconut Oil,fat,kokosolie,100,ml,100,ml,Energy:862;Protein:0;Carbohydrate:0;Sugar:0;Fat:100;Saturated Fat:87
Margarine,fat,margarine|halvarine,100,g,100,g,Energy:717;Protein:0.2;Carbohydrate:0.7;Sugar:0;Fat:81;Saturated Fat:16;Sodium:751;Vitamin A:817;Vitamin E:9;Vitamin D:8
Sugar,pantry,white sugar|suiker|kristalsuiker,100,g,100,g,Energy:387;Protein:0;Carbohydrate:100;Sugar:100;Fat:0;Sodium:1
Brown Sugar,pantry,bruine suiker,100,g,100,g,Energy:380;Protein:0;Carbohydrate:98;Sugar:97;Fat:0;Sodium:28;Calcium:83;Potassium:133
Honey,pantry,honing,100,g,100,g,Energy:304;Protein:0.3;Carbohydrate:82;Sugar:82;Fat:0;Sodium:4;Potassium:52
Maple Syrup,pantry,ahornsiroop,100,ml,100,ml,Energy:260;Protein:0;Carbohydrate:67;Sugar:60;Fat:0.1;Sodium:12;Manganese:2.9;Calcium:102;Zinc:1.5
Salt,pantry,table salt|zout|keukenzout,100,g,100,g,Energy:0;Protein:0;Carbohydrate:0;Sugar:0;Fat:0;Sodium:38758
Ketchup,pantry,tomato ketchup|ketchup,100,g,100,g,Energy:101;Protein:1.3;Carbohydrate:25;Sugar:22;Dietary Fiber:0.3;Fat:0.1;Sodium:907;Potassium:281;Vitamin C:4.1
Mayonnaise,pantry,mayonaise|mayo,100,g,100,g,Energy:680;Protein:1;Carbohydrate:0.6;Sugar:0.6;Fat:75;Saturated Fat:11;Cholesterol:42;Sodium:635;Vitamin K:163;Vitamin E:14
Mustard,pantry,mosterd,100,g,100,g,Energy:66;Protein:4.4;Carbohydrate:5.8;Sugar:1.1;Dietary Fiber:3.3;Fat:3.3;Sodium:1135;Selenium:32;Calcium:58
Soy Sauce,pantry,sojasaus,100,ml,100,ml,Energy:53;Protein:8;Carbohydrate:4.9;Sugar:0.4;Fat:0.6;Sodium:5493;Niacin:3.9;Manganese:0.5
Tomato Paste,pantry,tomatenpuree,100,g,100,g,Energy:82;Protein:4.3;Carbohydrate:19;Sugar:12;Dietary Fiber:4.1;Fat:0.5;Sodium:59;Potassium:1014;Vitamin C:21;Vitamin A:75;Iron:2.9;Magnesium:42
Passata,pantry,tomatensaus|gezeefde tomaten,100,g,100,g,Energy:35;Protein:1.6;Carbohydrate:6;Sugar:5;Dietary Fiber:1.5;Fat:0.3;Sodium:18;Potassium:400;Vitamin C:12;Vitamin A:42
Jam,pantry,jelly|jam|confiture,100,g,100,g,Energy:278;Protein:0.4;Carbohydrate:69;Sugar:49;Dietary Fiber:1.1;Fat:0.1;Sodium:32;Vitamin C:8.4
Dark Chocolate,pantry,pure chocolade|chocolade,100,g,100,g,Energy:546;Protein:5;Carbohydrate:61;Sugar:48;Dietary Fiber:7;Fat:31;Saturated Fat:18;Sodium:24;Iron:8;Magnesium:146;Copper:1;Manganese:1.3;Potassium:559
Milk Chocolate,pantry,melkchocolade,100,g,100,g,Energy:535;Protein:7.6;Carbohydrate:59;Sugar:52;Dietary Fiber:3.4;Fat:30;Saturated Fat:19;Cholesterol:23;Sodium:79;Calcium:189;Magnesium:63;Potassium:372
Cocoa Powder,pantry,cacao|cacaopoeder,100,g,100,g,Energy:228;Protein:20;Carbohydrate:58;Sugar:1.8;Dietary Fiber:33;Fat:14;Saturated Fat:8;Sodium:21;Iron:13.9;Magnesium:499;Manganese:3.8;Copper:3.8;Phosphorus:734;Zinc:6.8;Potassium:1524
Balsamic Vinegar,pantry,balsamico|balsamicoazijn,100,ml,100,ml,Energy:88;Protein:0.5;Carbohydrate:17;Sugar:15;Fat:0;Sodium:23;Calcium:27;Potassium:112
Orange Juice,beverage,sinaasappelsap|jus d'orange,100,ml,100,ml,Energy:45;Protein:0.7;Carbohydrate:10;Sugar:8.4;Fat:0.2;Sodium:1;Vitamin C:50;Folate:30;Potassium:200;Thiamine:0.09
Apple Juice,beverage,appelsap,100,ml,100,ml,Energy:46;Protein:0.1;Carbohydrate:11;Sugar:10;Fat:0.1;Sodium:4;Potassium:101;Vitamin C:0.9
Cola,beverage,cola|frisdrank,100,ml,100,ml,Energy:42;Protein:0;Carbohydrate:11;Sugar:11;Fat:0;Sodium:4
Beer,beverage,bier|pils,100,ml,100,ml,Energy:43;Protein:0.5;Carbohydrate:3.6;Sugar:0;Fat:0;Sodium:4;Potassium:27
Red Wine,beverage,rode wijn,100,ml,100,ml,Energy:85;Protein:0.1;Carbohydrate:2.6;Sugar:0.6;Fat:0;Sodium:4;Potassium:127;Iron:0.5
White Wine,beverage,witte wijn,100,ml,100,ml,Energy:82;Protein:0.1;Carbohydrate:2.6;Sugar:1;Fat:0;Sodium:5;Potassium:71
Tofu,legume,tahoe|tofu,100,g,100,g,Energy:144;Protein:17;Carbohydrate:2.8;Sugar:0.6;Dietary Fiber:2.3;Fat:9;Saturated Fat:1.3;Sodium:14;Calcium:372;Iron:2.7;Magnesium:60;Manganese:1.2;Selenium:17;Phosphorus:190
Tempeh,legume,tempé|tempeh,100,g,100,g,Energy:192;Protein:20;Carbohydrate:8;Sugar:0;Dietary Fiber:0;Fat:11;Saturated Fat:2.5;Sodium:9;Manganese:1.3;Magnesium:81;Phosphorus:266;Riboflavin:0.36;Iron:2.7
Cooked Pasta White,grain,macaroni|penne,100,g,100,g,Energy:158;Protein:5.8;Carbohydrate:31;Sugar:0.6;Dietary Fiber:1.8;Fat:0.9;Sodium:1;Selenium:26;Manganese:0.27;Folate:18
Basmati Rice,grain,basmatirijst,100,g,100,g,Energy:121;Protein:3;Carbohydrate:25;Sugar:0;Dietary Fiber:0.5;Fat:0.4;Sodium:1;Manganese:0.4;Selenium:7;Niacin:1.5
Crackers,grain,crackers|cream crackers,100,g,100,g,Energy:430;Protein:9;Carbohydrate:71;Sugar:3;Dietary Fiber:3;Fat:12;Saturated Fat:2;Sodium:760;Iron:3;Thiamine:0.4;Niacin:4
Pita Bread,grain,pitabrood,100,g,100,g,Energy:275;Protein:9;Carbohydrate:55;Sugar:1.6;Dietary Fiber:2.2;Fat:1.2;Sodium:536;Iron:3.2;Selenium:28;Thiamine:0.5;Niacin:4.6
Crab,fish,krab,100,g,100,g,Energy:97;Protein:19;Carbohydrate:0;Sugar:0;Fat:1.5;Saturated Fat:0.2;Cholesterol:53;Sodium:836;Selenium:37;Vitamin B12:9;Zinc:4;Copper:0.7;Phosphorus:230
Pollock,fish,koolvis,100,g,100,g,Energy:92;Protein:19;Carbohydrate:0;Sugar:0;Fat:1;Saturated Fat:0.1;Cholesterol:71;Sodium:86;Selenium:32;Vitamin B12:3.2;Phosphorus:221
Plaice,fish,schol,100,g,100,g,Energy:79;Protein:17;Carbohydrate:0;Sugar:0;Fat:1.5;Saturated Fat:0.3;Cholesterol:50;Sodium:89;Selenium:33;Vitamin B12:1;Iodine:30
Prune,fruit,prunes|gedroogde pruimen|pruimedanten,100,g,100,g,Energy:240;Protein:2.2;Carbohydrate:64;Sugar:38;Dietary Fiber:7.1;Fat:0.4;Potassium:732;Vitamin K:60;Vitamin A:39;Manganese:0.3
Dried Apricot,fruit,gedroogde abrikozen,100,g,100,g,Energy:241;Protein:3.4;Carbohydrate:63;Sugar:53;Dietary Fiber:7.3;Fat:0.5;Potassium:1162;Iron:2.7;Vitamin A:180;Vitamin E:4.3
Currants,fruit,zwarte bes|krenten,100,g,100,g,Energy:63;Protein:1.4;Carbohydrate:15;Sugar:8;Dietary Fiber:4.3;Fat:0.4;Vitamin C:181;Potassium:322;Manganese:0.26;Iron:1.5
Nectarine,fruit,nectarine|nectarines,100,g,100,g,Energy:44;Protein:1.1;Carbohydrate:11;Sugar:7.9;Dietary Fiber:1.7;Fat:0.3;Vitamin C:5.4;Vitamin A:17;Potassium:201
Sweet Pepper Yellow,vegetable,gele paprika,100,g,100,g,Energy:27;Protein:1;Carbohydrate:6.3;Sugar:0;Dietary Fiber:0.9;Fat:0.2;Vitamin C:184;Folate:26;Potassium:212
Endive,vegetable,andijvie|witlof,100,g,100,g,Energy:17;Protein:1.3;Carbohydrate:3.4;Sugar:0.3;Dietary Fiber:3.1;Fat:0.2;Vitamin K:231;Folate:142;Vitamin A:108;Potassium:314
Cooked Chicken Whole,meat,kip|hele kip,100,g,100,g,Energy:215;Protein:24;Carbohydrate:0;Sugar:0;Fat:13;Saturated Fat:3.6;Cholesterol:88;Sodium:82;Niacin:8;Selenium:22;Phosphorus:180;Zinc:1.8
Sausage,meat,worst|braadworst,100,g,100,g,Energy:301;Protein:13;Carbohydrate:2;Sugar:0.8;Fat:27;Saturated Fat:10;Cholesterol:71;Sodium:740;Thiamine:0.4;Zinc:1.9;Vitamin B12:1
Ground Turkey,meat,kalkoengehakt,100,g,100,g,Energy:148;Protein:20;Carbohydrate:0;Sugar:0;Fat:7;Saturated Fat:1.9;Cholesterol:90;Sodium:80;Niacin:5;Selenium:25;Zinc:2.4;Phosphorus:200
Anchovy,fish,ansjovis,100,g,100,g,Energy:131;Protein:20;Carbohydrate:0;Sugar:0;Fat:4.8;Saturated Fat:1.3;Cholesterol:60;Sodium:104;Calcium:147;Selenium:36;Niacin:14;Vitamin B12:0.6
Edam,dairy,edammer kaas,100,g,100,g,Energy:357;Protein:25;Carbohydrate:1.4;Sugar:1.4;Fat:28;Saturated Fat:18;Cholesterol:89;Sodium:812;Calcium:731;Phosphorus:536;Vitamin B12:1.5;Zinc:3.8
Emmental,dairy,emmentaler,100,g,100,g,Energy:380;Protein:29;Carbohydrate:0;Sugar:0;Fat:30;Saturated Fat:18;Cholesterol:92;Sodium:192;Calcium:1000;Phosphorus:678;Vitamin B12:2.5;Zinc:4.4
Double Cream,dairy,slagroom|room,100,ml,100,ml,Energy:449;Protein:1.7;Carbohydrate:2.8;Sugar:2.8;Fat:48;Saturated Fat:30;Cholesterol:137;Sodium:30;Calcium:65;Vitamin A:405
Buttermilk,dairy,karnemelk,100,ml,100,ml,Energy:40;Protein:3.3;Carbohydrate:4.8;Sugar:4.8;Fat:0.9;Saturated Fat:0.5;Cholesterol:4;Sodium:105;Calcium:116;Phosphorus:89;Riboflavin:0.15;Vitamin B12:0.2
Coconut Milk,dairy,kokosmelk,100,ml,100,ml,Energy:197;Protein:2;Carbohydrate:3;Sugar:3;Dietary Fiber:2.2;Fat:21;Saturated Fat:18;Sodium:15;Iron:1.6;Magnesium:37;Manganese:0.9;Potassium:263
Polenta,grain,maïsmeel|polenta,100,g,100,g,Energy:85;Protein:2;Carbohydrate:18;Sugar:0.1;Dietary Fiber:1;Fat:0.4;Sodium:1;Selenium:4;Magnesium:14
Egg Noodles,grain,mie|eiernoedels,100,g,100,g,Energy:138;Protein:4.5;Carbohydrate:25;Sugar:0.4;Dietary Fiber:1.2;Fat:2.1;Cholesterol:29;Sodium:5;Selenium:24;Folate:24;Manganese:0.2
Split Peas,legume,spliterwten,100,g,100,g,Energy:118;Protein:8.3;Carbohydrate:21;Sugar:2.9;Dietary Fiber:8.3;Fat:0.4;Sodium:2;Folate:65;Iron:1.3;Magnesium:36;Manganese:0.4;Potassium:362
Pinto Beans,legume,pintobonen,100,g,100,g,Energy:143;Protein:9;Carbohydrate:26;Sugar:0.3;Dietary Fiber:9;Fat:0.7;Sodium:1;Folate:172;Iron:2.1;Magnesium:50;Manganese:0.6;Potassium:436
Brazil Nuts,nut,paranoten,100,g,100,g,Energy:659;Protein:14;Carbohydrate:12;Sugar:2.3;Dietary Fiber:7.5;Fat:67;Saturated Fat:15;Sodium:3;Selenium:1917;Magnesium:376;Copper:1.7;Phosphorus:725;Manganese:1.2;Zinc:4
Macadamia Nuts,nut,macadamianoten,100,g,100,g,Energy:718;Protein:7.9;Carbohydrate:14;Sugar:4.6;Dietary Fiber:8.6;Fat:76;Saturated Fat:12;Sodium:5;Manganese:4.1;Thiamine:1.2;Magnesium:130;Copper:0.8
Pine Nuts,nut,pijnboompitten,100,g,100,g,Energy:673;Protein:14;Carbohydrate:13;Sugar:3.6;Dietary Fiber:3.7;Fat:68;Saturated Fat:4.9;Sodium:2;Manganese:8.8;Magnesium:251;Zinc:6.4;Vitamin E:9.3;Phosphorus:575;Copper:1.3
Vegetable Oil,fat,plantaardige olie|zonnebloemolie,100,ml,100,ml,Energy:884;Protein:0;Carbohydrate:0;Sugar:0;Fat:100;Saturated Fat:13;Vitamin E:17;Vitamin K:24
Sesame Oil,fat,sesamolie,100,ml,100,ml,Energy:884;Protein:0;Carbohydrate:0;Sugar:0;Fat:100;Saturated Fat:14;Vitamin K:14;Vitamin E:1.4
Chocolate Spread,pantry,chocopasta|hazelnootpasta|nutella,100,g,100,g,Energy:539;Protein:6;Carbohydrate:58;Sugar:57;Dietary Fiber:3.4;Fat:31;Saturated Fat:11;Sodium:41;Calcium:108;Iron:4;Magnesium:64
Tomato Soup,pantry,tomatensoep,100,ml,100,ml,Energy:38;Protein:0.8;Carbohydrate:7;Sugar:4.5;Dietary Fiber:0.7;Fat:0.7;Sodium:340;Vitamin C:4;Potassium:200;Vitamin A:20
Black Pepper,pantry,zwarte peper|peper,100,g,100,g,Energy:251;Protein:10;Carbohydrate:64;Sugar:0.6;Dietary Fiber:25;Fat:3.3;Sodium:20;Manganese:12.7;Iron:9.7;Vitamin K:163;Calcium:443;Potassium:1329
Paprika Powder,pantry,paprikapoeder,100,g,100,g,Energy:282;Protein:14;Carbohydrate:54;Sugar:10;Dietary Fiber:35;Fat:13;Sodium:68;Vitamin A:2463;Vitamin E:29;Iron:21;Vitamin B6:2.1;Potassium:2280
Cinnamon,pantry,kaneel,100,g,100,g,Energy:247;Protein:4;Carbohydrate:81;Sugar:2.2;Dietary Fiber:53;Fat:1.2;Sodium:10;Calcium:1002;Manganese:17;Iron:8.3;Vitamin K:32
Curry Powder,pantry,kerriepoeder|kerrie,100,g,100,g,Energy:325;Protein:14;Carbohydrate:56;Sugar:2.8;Dietary Fiber:33;Fat:14;Sodium:52;Iron:19;Manganese:5;Magnesium:254;Potassium:1543;Calcium:478
Basil,vegetable,basilicum,100,g,100,g,Energy:23;Protein:3.2;Carbohydrate:2.7;Sugar:0.3;Dietary Fiber:1.6;Fat:0.6;Vitamin K:415;Vitamin A:264;Manganese:1.1;Vitamin C:18;Calcium:177
Parsley,vegetable,peterselie,100,g,100,g,Energy:36;Protein:3;Carbohydrate:6.3;Sugar:0.9;Dietary Fiber:3.3;Fat:0.8;Vitamin K:1640;Vitamin C:133;Vitamin A:421;Folate:152;Iron:6.2
